"idWilayah"|"nomorUrut"|"jumlahSuara"|"namaPemilihan"|"namaWilayah"|"namaPropinsi"|"namaKd"|"namaWkd"|"namaKabupatenKota"
"108"|32677|3|150376|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - CILACAP"|"CILACAP"|"JAWA TENGAH"|"H.FRAN LUKMAN, S.Sos, MM"|"BAMBANG SUTANTO"|"CILACAP"
"109"|25823|1|936461|"Pemilihan Gubernur/Wakil Gubernur - DKI JAKARTA"|"DKI JAKARTA"|"DKI JAKARTA"|"Agus Harimurti Yudhoyono, M.Sc., M.P.A., M.A."|"Prof. Dr. Hj. Sylviana Murni, S.H.,M.Si."|NA
"110"|25823|2|2357785|"Pemilihan Gubernur/Wakil Gubernur - DKI JAKARTA"|"DKI JAKARTA"|"DKI JAKARTA"|"Ir. Basuki Tjahaja Purnama, M.M."|"Drs. H. Djarot Saiful Hidayat, M.S."|NA
"111"|25823|3|2193530|"Pemilihan Gubernur/Wakil Gubernur - DKI JAKARTA"|"DKI JAKARTA"|"DKI JAKARTA"|"Anies Baswedan, Ph.D."|"Sandiaga Salahuddin Uno"|NA
"112"|79752|1|43277|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - DOGIYAI"|"DOGIYAI"|"PAPUA"|"Yakobus Dumupa"|"Oskar Makai"|"DOGIYAI"
"113"|79752|2|18808|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - DOGIYAI"|"DOGIYAI"|"PAPUA"|"Drs. Anthon Iyowau"|"Yanuarius Tigi"|"DOGIYAI"
"114"|79752|3|24416|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - DOGIYAI"|"DOGIYAI"|"PAPUA"|"FRANCESCO TEBAY, SH"|"BENIDIKTUS KOTOUKI, SE"|"DOGIYAI"
"115"|79752|4|35599|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - DOGIYAI"|"DOGIYAI"|"PAPUA"|"Markus Waine"|"Angkian Goo"|"DOGIYAI"
"116"|56244|1|7325|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - FLORES TIMUR"|"FLORES TIMUR"|"NUSA TENGGARA TIMUR"|"DRS.ANDREAS RATU KEDANG"|"PAULUS TOKAN KOPONG PARON"|"FLORES TIMUR"
"117"|56244|2|22860|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - FLORES TIMUR"|"FLORES TIMUR"|"NUSA TENGGARA TIMUR"|"Dr.Drs.Y.A.T. LUKMAN RIBERU, M.Si"|"MARIANUS ARKIAN BULIN"|"FLORES TIMUR"
"118"|56244|3|16952|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - FLORES TIMUR"|"FLORES TIMUR"|"NUSA TENGGARA TIMUR"|"YOSEPH LAGADONI HERIN, S.Sos"|"Drs. MARIUS PAYONG PATY"|"FLORES TIMUR"
"119"|56244|4|29930|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - FLORES TIMUR"|"FLORES TIMUR"|"NUSA TENGGARA TIMUR"|"IR. ANTONIUS DONI DIHEN"|"THEODORUS MARTHEN WUNGUBELEN"|"FLORES TIMUR"
"120"|56244|5|11656|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - FLORES TIMUR"|"FLORES TIMUR"|"NUSA TENGGARA TIMUR"|"dr. YOSEP USEN AMAN"|"MICHAEL MEL OLA FERNANDEZ LEWAI, ST"|"FLORES TIMUR"
"121"|56244|6|32919|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - FLORES TIMUR"|"FLORES TIMUR"|"NUSA TENGGARA TIMUR"|"ANTONIUS HUBERTUS GEGE HADJON,ST"|"AGUSTINUS PAYONG BOLI,SH"|"FLORES TIMUR"
"122"|5138|1|13042|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - GAYO LUES"|"GAYO LUES"|"ACEH"|"ADAM, SE"|"ISKANDAR"|"GAYO LUES"
"123"|5138|2|19808|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - GAYO LUES"|"GAYO LUES"|"ACEH"|"H. ABD. RASAD"|"H. RAJAB MARWAN"|"GAYO LUES"
"124"|5138|3|20729|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - GAYO LUES"|"GAYO LUES"|"ACEH"|"H. Muhammad Amru"|"Said Sani"|"GAYO LUES"
"125"|77311|1|14004|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - HALMAHERA TENGAH"|"HALMAHERA TENGAH"|"MALUKU UTARA"|"MUTTIARA T. YASIN, S.E., M.Si."|"KABIR KAHAR, S.Ag."|"HALMAHERA TENGAH"
"126"|77311|2|15132|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - HALMAHERA TENGAH"|"HALMAHERA TENGAH"|"MALUKU UTARA"|"Drs. EDI LANGKARA, M.H."|"ABD. RAHIM ODEYANI, S.H., M.H."|"HALMAHERA TENGAH"
"127"|63348|1|72210|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - HULU SUNGAI UTARA"|"HULU SUNGAI UTARA"|"KALIMANTAN SELATAN"|"Drs. H. Abdul Wahid HK, MM, M.Si"|"H. Husairi Abdi, Lc"|"HULU SUNGAI UTARA"
"128"|63348|2|32680|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - HULU SUNGAI UTARA"|"HULU SUNGAI UTARA"|"KALIMANTAN SELATAN"|"H. Mukhsin Haita"|"Dr. H. Abd Hasib Salim, M. AP"|"HULU SUNGAI UTARA"
"129"|78204|1|6105|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - INTAN JAYA"|"INTAN JAYA"|"PAPUA"|"BARTOLOMIUS MIRIP, S.Pd"|"DENY MIAGONI, S.Pd.M.Pd"|"INTAN JAYA"
"130"|78204|2|33438|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - INTAN JAYA"|"INTAN JAYA"|"PAPUA"|"YULIUS YAPUGAU, SE"|"YUNUS KALABETME, S.IP"|"INTAN JAYA"
"131"|78204|3|37867|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - INTAN JAYA"|"INTAN JAYA"|"PAPUA"|"Natalis Tabuni, S.S.M.Si"|"Yann Robert Kobogoyauw, S.Th.M.Div"|"INTAN JAYA"
"132"|78204|4|1891|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - INTAN JAYA"|"INTAN JAYA"|"PAPUA"|"Thobias Zonggonau, A.Md., IP., S.Sos"|"Hermaus Miagoni, S.Pd"|"INTAN JAYA"
"133"|80144|1|9571|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - JAYAPURA"|"JAYAPURA"|"PAPUA"|"Yanni, SH"|"Zadrak Afasedanya, SP"|"JAYAPURA"
"134"|80144|2|22079|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - JAYAPURA"|"JAYAPURA"|"PAPUA"|"Mathius Awoitauw, SE., M.Si"|"Giri Wijayantoro"|"JAYAPURA"
"135"|80144|3|2782|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - JAYAPURA"|"JAYAPURA"|"PAPUA"|"Godlief Ohee"|"Drs. Frans Gina"|"JAYAPURA"
"136"|80144|4|420|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - JAYAPURA"|"JAYAPURA"|"PAPUA"|"Siska Yoku. SH"|"Marselino Waromi"|"JAYAPURA"
"137"|80144|5|6487|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - JAYAPURA"|"JAYAPURA"|"PAPUA"|"JANSEN MONIM, ST. MM"|"H.ABDUL RAHMAN SULAIMAN, SE"|"JAYAPURA"
"138"|38706|1|304259|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - JEPARA"|"JEPARA"|"JAWA TENGAH"|"Dr.H.SUBROTO,SE, MM"|"H.NUR YAHMAN,SH"|"JEPARA"
"139"|38706|2|319837|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - JEPARA"|"JEPARA"|"JAWA TENGAH"|"AHMAD MARZUQI, SE"|"DIAN KRISTIANDI, S.Sos"|"JEPARA"
"140"|14166|1|19583|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KAMPAR"|"KAMPAR"|"RIAU"|"MUHAMMAD AMIN S.Ag.MH"|"Drs.H MUHAMMAD SALEH"|"KAMPAR"
"141"|14166|2|90314|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KAMPAR"|"KAMPAR"|"RIAU"|"DRS. H. ZULHER, MS"|"DASRIL AFFANDI, S.H, M.H"|"KAMPAR"
"142"|14166|3|106143|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KAMPAR"|"KAMPAR"|"RIAU"|"H. Azis Zaenal, SH, MM"|"Catur Sugeng Susanto, SH"|"KAMPAR"
"143"|14166|4|11680|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KAMPAR"|"KAMPAR"|"RIAU"|"Drs.H. JAWAHIR M.Pd"|"H. BARDANSYAH HARAHAP"|"KAMPAR"
"144"|14166|5|99192|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KAMPAR"|"KAMPAR"|"RIAU"|"RAHMAD JEVARY JUNIARDO"|"KHAIRUDDIN SIREGAR"|"KAMPAR"
"145"|24993|1|104606|"Pemilihan Gubernur/Wakil Gubernur - KEPULAUAN BANGKA BELITUNG"|"KEPULAUAN BANGKA BELITUNG"|"KEPULAUAN BANGKA BELITUNG"|"Dr. H. YUSRON IHZA, L.L.M."|"H. YUSRONI YAZID, S.E., M.M."|NA
"146"|24993|2|124329|"Pemilihan Gubernur/Wakil Gubernur - KEPULAUAN BANGKA BELITUNG"|"KEPULAUAN BANGKA BELITUNG"|"KEPULAUAN BANGKA BELITUNG"|"RUSTAM EFFENDI"|"MUHAMMAD IRWANSYAH"|NA
"147"|24993|3|105537|"Pemilihan Gubernur/Wakil Gubernur - KEPULAUAN BANGKA BELITUNG"|"KEPULAUAN BANGKA BELITUNG"|"KEPULAUAN BANGKA BELITUNG"|"HIDAYAT ARSANI"|"H. SUKIRMAN, S.H"|NA
"148"|24993|4|213266|"Pemilihan Gubernur/Wakil Gubernur - KEPULAUAN BANGKA BELITUNG"|"KEPULAUAN BANGKA BELITUNG"|"KEPULAUAN BANGKA BELITUNG"|"ERZALDI ROSMAN"|"Drs. H.ABDUL FATAH, M.Si"|NA
"149"|13554|1|22805|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KEPULAUAN MENTAWAI"|"KEPULAUAN MENTAWAI"|"SUMATERA BARAT"|"YUDAS SABAGGALET, SE, MM"|"KORTANIUS SABELEAKE, S.Pt"|"KEPULAUAN MENTAWAI"
"150"|13554|2|18782|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KEPULAUAN MENTAWAI"|"KEPULAUAN MENTAWAI"|"SUMATERA BARAT"|"RIJEL SAMALOISA, M.Si"|"BINSAR SALELEUBAJA, SE"|"KEPULAUAN MENTAWAI"
"151"|66188|1|37737|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KEPULAUAN SANGIHE"|"KEPULAUAN SANGIHE"|"SULAWESI UTARA"|"Drs. Hironimus Rompas Makagansa, M.Si."|"dr. Fransiscus Silangen, Sp.B., KBD."|"KEPULAUAN SANGIHE"
"152"|66188|2|46899|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KEPULAUAN SANGIHE"|"KEPULAUAN SANGIHE"|"SULAWESI UTARA"|"Jabes Ezar Gaghana, SE., ME."|"Helmud Hontong, SE."|"KEPULAUAN SANGIHE"
"153"|80402|1|6412|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KEPULAUAN YAPEN"|"KEPULAUAN YAPEN"|"PAPUA"|"TONNY TESAR, S.Sos."|"FRANS SANADI, B.Sc., S.Sos., M.B.A."|"KEPULAUAN YAPEN"
"154"|80402|2|103|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KEPULAUAN YAPEN"|"KEPULAUAN YAPEN"|"PAPUA"|"YULIANUS KLEMENS WORUMI, S.Th."|"ZEFANYA YEUWUN, S.Pd.K."|"KEPULAUAN YAPEN"
"155"|80402|3|740|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KEPULAUAN YAPEN"|"KEPULAUAN YAPEN"|"PAPUA"|"Ir. MARTHEN KAYOI, M.M."|"ASER PAULUS YOWEI, S.T., S.Th., M.T."|"KEPULAUAN YAPEN"
"156"|80402|4|872|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KEPULAUAN YAPEN"|"KEPULAUAN YAPEN"|"PAPUA"|"SIMON ATURURI, S.Pi., M.Si."|"ISAK SEMUEL WORABAI, S.E."|"KEPULAUAN YAPEN"
"157"|80402|5|5112|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KEPULAUAN YAPEN"|"KEPULAUAN YAPEN"|"PAPUA"|"BENYAMIN ARISOY, S.E., M.Si."|"Drs. NATHAN BONAY, M.Si."|"KEPULAUAN YAPEN"
"158"|80402|6|103|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KEPULAUAN YAPEN"|"KEPULAUAN YAPEN"|"PAPUA"|"MELKIANUS LAVIANO DOOM, A.Md."|"SAUL AYOMI, S.H."|"KEPULAUAN YAPEN"
"159"|74288|1|35303|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOLAKA UTARA"|"KOLAKA UTARA"|"SULAWESI TENGGARA"|"Drs. NUR RAHMAN UMAR, MH"|"H. ABBAS, SE"|"KOLAKA UTARA"
"160"|74288|2|27442|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOLAKA UTARA"|"KOLAKA UTARA"|"SULAWESI TENGGARA"|"BOBY ALIMUDDIN, SE."|"H. MAKSUM RAMLI, SE., MM."|"KOLAKA UTARA"
"161"|74288|3|11996|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOLAKA UTARA"|"KOLAKA UTARA"|"SULAWESI TENGGARA"|"ANTON, SH"|"M. HAIDIRMAN SARIRA, S.Pd"|"KOLAKA UTARA"
"162"|76995|1|82307|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA AMBON"|"KOTA AMBON"|"MALUKU"|"RICHARD LOUHENAPESSY, SH"|"SYARIF HADLER"|"KOTA AMBON"
"163"|76995|2|68289|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA AMBON"|"KOTA AMBON"|"MALUKU"|"Drs Paulus Kastanya, M.Si"|"Muhamad Armyn. S. Latuconsina, ST. MT"|"KOTA AMBON"
"164"|6397|1|30207|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA BANDA ACEH"|"KOTA BANDA ACEH"|"ACEH"|"Hj. Illiza Sa'aduddin Djamal, SE"|"Farid Nyak Umar, ST"|"KOTA BANDA ACEH"
"165"|6397|2|60689|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA BANDA ACEH"|"KOTA BANDA ACEH"|"ACEH"|"H. Aminullah Usman., SE. Ak., MM."|"Drs. H. Zainal Arifin."|"KOTA BANDA ACEH"
"166"|51550|1|24228|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA BATU"|"KOTA BATU"|"JAWA TIMUR"|"Rudi"|"Sujono"|"KOTA BATU"
"167"|51550|2|51748|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA BATU"|"KOTA BATU"|"JAWA TIMUR"|"DEWANTI RUMPOKO"|"H.PUNJUL SANTOSO,SH,MM"|"KOTA BATU"
"168"|51550|3|20507|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA BATU"|"KOTA BATU"|"JAWA TIMUR"|"H. HAIRUDDIN, Drs"|"HENDRA ANGGA SONATHA"|"KOTA BATU"
"169"|51550|4|19897|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA BATU"|"KOTA BATU"|"JAWA TIMUR"|"Abdul Majid, S.Psi"|"Drs. H. A. Kasmuri Idris"|"KOTA BATU"
"170"|32547|1|76340|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA CIMAHI"|"KOTA CIMAHI"|"JAWA BARAT"|"HJ. ATTY SUHARTI, SE"|"Ir. H. ACHMAD ZULKARNAIN, MT"|"KOTA CIMAHI"
"171"|32547|2|79931|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA CIMAHI"|"KOTA CIMAHI"|"JAWA BARAT"|"H. ASEP HADAD DIDJAYA.,SH.,SE.,MM"|"dr.R.Adj. Irma Indriyani"|"KOTA CIMAHI"
"172"|32547|3|106583|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA CIMAHI"|"KOTA CIMAHI"|"JAWA BARAT"|"Ir.H. Ajay Muhammad Priatna, MM"|"Letkol (purn) Ngatiyana"|"KOTA CIMAHI"
"173"|79421|1|115996|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA JAYAPURA"|"KOTA JAYAPURA"|"PAPUA"|"Dr. Drs. Benhur Tomi Mano, M.M."|"Ir. H. Rustan Saru, M.M."|"KOTA JAYAPURA"
"174"|74590|1|55769|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA KENDARI"|"KOTA KENDARI"|"SULAWESI TENGGARA"|"Abdul Rasak, S.P."|"Haris Andi Surahman, S.Pd."|"KOTA KENDARI"
"175"|74590|2|62019|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA KENDARI"|"KOTA KENDARI"|"SULAWESI TENGGARA"|"Adriatma Dwi Putra, S.T."|"Sulkarnain K.,S.E."|"KOTA KENDARI"
"176"|74590|3|33501|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA KENDARI"|"KOTA KENDARI"|"SULAWESI TENGGARA"|"Drs. Mohammad Zayat Kaimoeddin, M.Si."|"Suri Syahriah Mahmud, S.E., M.M."|"KOTA KENDARI"
"177"|58040|1|87160|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA KUPANG"|"KOTA KUPANG"|"NUSA TENGGARA TIMUR"|"Dr.jefirstson R.Riwu Kore,MM,MH"|"dr.Hermanus Man"|"KOTA KUPANG"
"178"|58040|2|77730|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA KUPANG"|"KOTA KUPANG"|"NUSA TENGGARA TIMUR"|"JONAS SALEAN, SH, M.Si"|"NIKOLAUS FRANSISKUS, S.Ip"|"KOTA KUPANG"
"179"|6591|1|2175|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA LANGSA"|"KOTA LANGSA"|"ACEH"|"H. ASY'ARI, S.P.dI, M.Pd"|"TEUKU MUHAMMAD NURDIN, S.H.I, M.EI"|"KOTA LANGSA"
"180"|6591|2|13686|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA LANGSA"|"KOTA LANGSA"|"ACEH"|"Hj. YUNIAR, SP, M.Si"|"H. HELDIYANSYAH Z. MARD, SE, M.AP"|"KOTA LANGSA"
"181"|6591|3|19649|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA LANGSA"|"KOTA LANGSA"|"ACEH"|"FAZLUN HASAN"|"SYAHYUZAR AKA S.Sos"|"KOTA LANGSA"
"182"|6591|4|34343|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA LANGSA"|"KOTA LANGSA"|"ACEH"|"USMAN ABDULLAH, SE"|"Drs. H. MARZUKI HAMID, MM"|"KOTA LANGSA"
"183"|6591|5|1096|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA LANGSA"|"KOTA LANGSA"|"ACEH"|"Drs. SYAIFUDDIN, H.AMIN,MM"|"KHAIRUL ANWAR, SH.MH"|"KOTA LANGSA"
"184"|6518|1|11271|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA LHOKSEUMAWE"|"KOTA LHOKSEUMAWE"|"ACEH"|"HELMI MUSA KUTA, S.H."|"Hj. MAISYURI, S.E., M.Si"|"KOTA LHOKSEUMAWE"
"185"|6518|2|9535|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA LHOKSEUMAWE"|"KOTA LHOKSEUMAWE"|"ACEH"|"ZULKIFLI"|"AMNI"|"KOTA LHOKSEUMAWE"
"186"|6518|3|19596|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA LHOKSEUMAWE"|"KOTA LHOKSEUMAWE"|"ACEH"|"RACHMATSYAH"|"T. NOUFAL"|"KOTA LHOKSEUMAWE"
"187"|6518|4|33125|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA LHOKSEUMAWE"|"KOTA LHOKSEUMAWE"|"ACEH"|"SUAIDI YAHYA"|"YUSUF MUHAMMAD, SE., MSM"|"KOTA LHOKSEUMAWE"
"188"|13933|1|11058|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA PAYAKUMBUH"|"KOTA PAYAKUMBUH"|"SUMATERA BARAT"|"H. Wendra Yunaldi, S.H., M.H."|"H. Ennaidi, S.Sos."|"KOTA PAYAKUMBUH"
"189"|13933|2|24946|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA PAYAKUMBUH"|"KOTA PAYAKUMBUH"|"SUMATERA BARAT"|"H. Riza Falepi, S.T., M.T."|"H. Erwin Yunaz, S.E."|"KOTA PAYAKUMBUH"
"190"|13933|3|21174|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA PAYAKUMBUH"|"KOTA PAYAKUMBUH"|"SUMATERA BARAT"|"Drs. H. Suwandel Muchtar, M.M."|"Drs. Fitrial Bachri"|"KOTA PAYAKUMBUH"
"191"|15775|1|22149|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA PEKANBARU"|"KOTA PEKANBARU"|"RIAU"|"DR. H. SYAHRIL, S.Pd, MM"|"H. SAID ZOHRIN, SH, MH"|"KOTA PEKANBARU"
"192"|15775|2|46472|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA PEKANBARU"|"KOTA PEKANBARU"|"RIAU"|"H. HERMAN NAZAR, S.H ., M.Si"|"DEFI WARMAN, S.Pd., M.Pd"|"KOTA PEKANBARU"
"193"|15775|3|94118|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA PEKANBARU"|"KOTA PEKANBARU"|"RIAU"|"Dr. H. FIRDAUS, ST,. MT"|"H. AYAT CAHYADI, S.Si"|"KOTA PEKANBARU"
"194"|15775|4|59613|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA PEKANBARU"|"KOTA PEKANBARU"|"RIAU"|"DR. H. M. RAMLI, S.E., M.Si."|"dr. IRVAN HERMAN"|"KOTA PEKANBARU"
"195"|15775|5|62249|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA PEKANBARU"|"KOTA PEKANBARU"|"RIAU"|"Drs. H. DASTRAYANI BIBRA, M.Si"|"H. SAID USMAN ABDULLAH"|"KOTA PEKANBARU"
"196"|6497|1|1581|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA SABANG"|"KOTA SABANG"|"ACEH"|"Izil Azhar"|"M. Anwar, SE"|"KOTA SABANG"
"197"|6497|2|7892|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA SABANG"|"KOTA SABANG"|"ACEH"|"Zulkifli H.Adam"|"Zuanda, S.Pd.I"|"KOTA SABANG"
"198"|6497|3|10831|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA SABANG"|"KOTA SABANG"|"ACEH"|"Nazaruddin"|"Drs.Suradji Junus"|"KOTA SABANG"
"199"|41558|1|52060|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA SALATIGA"|"KOTA SALATIGA"|"JAWA TENGAH"|"Drs. Agus Rudianto, MM"|"Dance Ishak Palit, M.Si"|"KOTA SALATIGA"
"200"|41558|2|53152|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA SALATIGA"|"KOTA SALATIGA"|"JAWA TENGAH"|"Yuliyanto, SE.,MM"|"Muh Haris, SS.,M.Si"|"KOTA SALATIGA"
"201"|60223|1|12217|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA SINGKAWANG"|"KOTA SINGKAWANG"|"KALIMANTAN BARAT"|"Tjhai Nyit Khim, SH"|"H. Suriyadi. MS., S.Sos M.Si"|"KOTA SINGKAWANG"
"202"|60223|2|38549|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA SINGKAWANG"|"KOTA SINGKAWANG"|"KALIMANTAN BARAT"|"Tjhai Chui Mie, SE"|"Drs. H. Irwan, M.Si"|"KOTA SINGKAWANG"
"203"|60223|3|24134|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA SINGKAWANG"|"KOTA SINGKAWANG"|"KALIMANTAN BARAT"|"H.ABDUL MUTALIB, SE, ME"|"MUHAMMADIN, SE"|"KOTA SINGKAWANG"
"204"|60223|4|15591|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA SINGKAWANG"|"KOTA SINGKAWANG"|"KALIMANTAN BARAT"|"Andi Syarif T.U.W., ST, MT, M.Si (Han)"|"dr. H. Nurmansyah., M.Kes"|"KOTA SINGKAWANG"
"205"|32566|1|85510|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA TASIKMALAYA"|"KOTA TASIKMALAYA"|"JAWA BARAT"|"R. Dicky Candranegara"|"Drs. H. Denny Romdony"|"KOTA TASIKMALAYA"
"206"|32566|2|151931|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA TASIKMALAYA"|"KOTA TASIKMALAYA"|"JAWA BARAT"|"DRS.H.BUDI BUDIMAN"|"H.MUHAMMAD YUSUF"|"KOTA TASIKMALAYA"
"207"|32566|3|141854|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTA TASIKMALAYA"|"KOTA TASIKMALAYA"|"JAWA BARAT"|"H. Dede Sudrajat, Ir., MP"|"Dr. H. Asep Hidayat Surdjo, SpM., M.Kes"|"KOTA TASIKMALAYA"
"208"|60372|1|17272|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTAWARINGIN BARAT"|"KOTAWARINGIN BARAT"|"KALIMANTAN TENGAH"|"BAMBANG PURWANTO, S.ST., M.H."|"SAID H. SYAMSUDDIN NOOR, S.H."|"KOTAWARINGIN BARAT"
"209"|60372|2|5819|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTAWARINGIN BARAT"|"KOTAWARINGIN BARAT"|"KALIMANTAN TENGAH"|"Dr. drg. INDRAWAN SAKTI, M.Kes."|"H. NORHANUDDIN AR., S.Pd., M.Pd."|"KOTAWARINGIN BARAT"
"210"|60372|3|58701|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTAWARINGIN BARAT"|"KOTAWARINGIN BARAT"|"KALIMANTAN TENGAH"|"Hj. NURHIDAYAH, S.H., M.H."|"AHMADI RIANSYAH"|"KOTAWARINGIN BARAT"
"211"|60372|4|21208|"Pemilihan Bupati/Walikota dan Wakil Bupati/Walikota - KOTAWARINGIN BARAT"|"KOTAWARINGIN BARAT"|"KALIMANTAN TENGAH"|"H. DESI HERCULES, S.H., M.H."|"GUSTI MOCH. AWALUDIN M., S.Hut."|"KOTAWARINGIN BARAT"
